Vic Row,Data Pattern,HC,Aggr. Type,Num. Bitflips,Itr
1097,0x00000000,1000000,Lower,1574,0
1097,0x00000000,500000,Double,10210,0
1098,0xFFFFFFFF,1000000,Upper,1606,0
1098,0xFFFFFFFF,1000000,Lower,2138,0
1098,0xFFFFFFFF,500000,Double,25616,0
1098,0x00000000,1000000,Upper,1727,0
1098,0x00000000,1000000,Lower,2771,0
1098,0x00000000,500000,Double,10620,0
1099,0xFFFFFFFF,1000000,Upper,2079,0
1099,0xFFFFFFFF,1000000,Lower,1865,0
1099,0xFFFFFFFF,500000,Double,26129,0
1099,0x00000000,1000000,Upper,2844,0
1099,0x00000000,1000000,Lower,1574,0
1099,0x00000000,500000,Double,10312,0
1100,0xFFFFFFFF,1000000,Upper,1599,0
1100,0xFFFFFFFF,1000000,Lower,2137,0
1100,0xFFFFFFFF,500000,Double,25801,0
1100,0x00000000,1000000,Upper,1763,0
1100,0x00000000,1000000,Lower,2880,0
1100,0x00000000,500000,Double,10441,0
1101,0xFFFFFFFF,1000000,Upper,2127,0
1101,0xFFFFFFFF,1000000,Lower,1790,0
1101,0xFFFFFFFF,500000,Double,26144,0
1101,0x00000000,1000000,Upper,2886,0
1101,0x00000000,1000000,Lower,1609,0
1101,0x00000000,500000,Double,10380,0
1102,0xFFFFFFFF,1000000,Upper,1695,0
1102,0xFFFFFFFF,1000000,Lower,2169,0
1102,0xFFFFFFFF,500000,Double,25566,0
1102,0x00000000,1000000,Upper,1753,0
1102,0x00000000,1000000,Lower,2935,0
1102,0x00000000,500000,Double,10545,0
1103,0xFFFFFFFF,1000000,Upper,2193,0
1103,0xFFFFFFFF,1000000,Lower,1833,0
1103,0xFFFFFFFF,500000,Double,25977,0
1103,0x00000000,1000000,Upper,2937,0
1103,0x00000000,1000000,Lower,1625,0
1103,0x00000000,500000,Double,10547,0
1104,0xFFFFFFFF,1000000,Upper,1672,0
1104,0xFFFFFFFF,1000000,Lower,2197,0
1104,0xFFFFFFFF,500000,Double,25785,0
1104,0x00000000,1000000,Upper,1772,0
1104,0x00000000,1000000,Lower,2704,0
1104,0x00000000,500000,Double,10429,0
1105,0xFFFFFFFF,1000000,Upper,2168,0
1105,0xFFFFFFFF,1000000,Lower,1855,0
1105,0xFFFFFFFF,500000,Double,26047,0
1105,0x00000000,1000000,Upper,2913,0
1105,0x00000000,1000000,Lower,1555,0
1105,0x00000000,500000,Double,10404,0
1106,0xFFFFFFFF,1000000,Upper,1652,0
1106,0xFFFFFFFF,1000000,Lower,2159,0
1106,0xFFFFFFFF,500000,Double,25723,0
1106,0x00000000,1000000,Upper,1725,0
1106,0x00000000,1000000,Lower,2824,0
1106,0x00000000,500000,Double,10539,0
1107,0xFFFFFFFF,1000000,Upper,2141,0
1107,0xFFFFFFFF,1000000,Lower,1816,0
1107,0xFFFFFFFF,500000,Double,25902,0
1107,0x00000000,1000000,Upper,2863,0
1107,0x00000000,1000000,Lower,1609,0
1107,0x00000000,500000,Double,10289,0
1108,0xFFFFFFFF,1000000,Upper,1582,0
1108,0xFFFFFFFF,1000000,Lower,2123,0
1108,0xFFFFFFFF,500000,Double,25540,0
1108,0x00000000,1000000,Upper,1720,0
1108,0x00000000,1000000,Lower,2896,0
1108,0x00000000,500000,Double,10593,0
1109,0xFFFFFFFF,1000000,Upper,2124,0
1109,0xFFFFFFFF,1000000,Lower,1817,0
1109,0xFFFFFFFF,500000,Double,26414,0
1109,0x00000000,1000000,Upper,2895,0
1109,0x00000000,1000000,Lower,1561,0
1109,0x00000000,500000,Double,10078,0
1110,0xFFFFFFFF,1000000,Upper,1613,0
1110,0xFFFFFFFF,1000000,Lower,2080,0
1110,0xFFFFFFFF,500000,Double,25506,0
1110,0x00000000,1000000,Upper,1686,0
1110,0x00000000,1000000,Lower,2884,0
1110,0x00000000,500000,Double,10400,0
1111,0xFFFFFFFF,1000000,Upper,2183,0
1111,0xFFFFFFFF,1000000,Lower,1799,0
1111,0xFFFFFFFF,500000,Double,25915,0
1111,0x00000000,1000000,Upper,2994,0
1111,0x00000000,1000000,Lower,1651,0
1111,0x00000000,500000,Double,10420,0
1112,0xFFFFFFFF,1000000,Upper,1650,0
1112,0xFFFFFFFF,1000000,Lower,2184,0
1112,0xFFFFFFFF,500000,Double,25286,0
1112,0x00000000,1000000,Upper,1769,0
1112,0x00000000,1000000,Lower,2851,0
1112,0x00000000,500000,Double,10633,0
1113,0xFFFFFFFF,1000000,Upper,2204,0
1113,0xFFFFFFFF,1000000,Lower,1838,0
1113,0xFFFFFFFF,500000,Double,26137,0
1113,0x00000000,1000000,Upper,2962,0
1113,0x00000000,1000000,Lower,1661,0
1113,0x00000000,500000,Double,10500,0
1114,0xFFFFFFFF,1000000,Upper,1669,0
1114,0xFFFFFFFF,1000000,Lower,2053,0
1114,0xFFFFFFFF,500000,Double,25723,0
1114,0x00000000,1000000,Upper,1793,0
1114,0x00000000,1000000,Lower,2880,0
1114,0x00000000,500000,Double,10456,0
1115,0xFFFFFFFF,1000000,Upper,2204,0
1115,0xFFFFFFFF,1000000,Lower,1901,0
1115,0xFFFFFFFF,500000,Double,26196,0
1115,0x00000000,1000000,Upper,2910,0
1115,0x00000000,1000000,Lower,1632,0
1115,0x00000000,500000,Double,10366,0
1116,0xFFFFFFFF,1000000,Upper,1659,0
1116,0xFFFFFFFF,1000000,Lower,2069,0
1116,0xFFFFFFFF,500000,Double,25850,0
1116,0x00000000,1000000,Upper,1674,0
1116,0x00000000,1000000,Lower,2786,0
1116,0x00000000,500000,Double,10505,0
1117,0xFFFFFFFF,1000000,Upper,2209,0
1117,0xFFFFFFFF,1000000,Lower,1755,0
1117,0xFFFFFFFF,500000,Double,25880,0
1117,0x00000000,1000000,Upper,2866,0
1117,0x00000000,1000000,Lower,1663,0
1117,0x00000000,500000,Double,10262,0
1118,0xFFFFFFFF,1000000,Upper,1606,0
1118,0xFFFFFFFF,1000000,Lower,2108,0
1118,0xFFFFFFFF,500000,Double,25785,0
1118,0x00000000,1000000,Upper,1753,0
1118,0x00000000,1000000,Lower,2911,0
1118,0x00000000,500000,Double,10502,0
1119,0xFFFFFFFF,1000000,Upper,2154,0
1119,0xFFFFFFFF,1000000,Lower,1898,0
1119,0xFFFFFFFF,500000,Double,26025,0
1119,0x00000000,1000000,Upper,2906,0
1119,0x00000000,1000000,Lower,1577,0
1119,0x00000000,500000,Double,10252,0
1120,0xFFFFFFFF,1000000,Upper,1578,0
1120,0xFFFFFFFF,1000000,Lower,2062,0
1120,0xFFFFFFFF,500000,Double,25548,0
1120,0x00000000,1000000,Upper,1754,0
1120,0x00000000,1000000,Lower,2831,0
